"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 11 12:50:09 GMT 2021","Mon Oct 11 12:50:13 GMT 2021","3887","Chrome Stable","src/tests/stable/links.test.ts","Links >","","","Download links are correct",""
"skipped","Mon Oct 11 12:48:18 GMT 2021","Mon Oct 11 12:48:18 GMT 2021","0","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Split stake",""
"passed","Mon Oct 11 12:48:18 GMT 2021","Mon Oct 11 12:48:36 GMT 2021","17341","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Sign up >","","","Create wallet",""
"passed","Mon Oct 11 12:53:35 GMT 2021","Mon Oct 11 12:54:16 GMT 2021","40815","Chrome Stable","src/tests/unstable/balance.test.ts","Balance >","","","Check VLX Legacy, VLX Native, Litecoin and Bitcoin balances",""
"passed","Mon Oct 11 12:50:43 GMT 2021","Mon Oct 11 12:50:58 GMT 2021","14611","Chrome Stable","src/tests/stable/settings.test.ts","Settings >","","","Switch account index",""
"passed","Mon Oct 11 12:52:47 GMT 2021","Mon Oct 11 12:53:15 GMT 2021","28588","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Switch account",""
"passed","Mon Oct 11 12:49:59 GMT 2021","Mon Oct 11 12:50:09 GMT 2021","10213","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Choose language on sign up >","","","Change language",""
"passed","Mon Oct 11 12:53:15 GMT 2021","Mon Oct 11 12:53:23 GMT 2021","7615","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Show QR",""
"passed","Mon Oct 11 12:48:36 GMT 2021","Mon Oct 11 12:48:44 GMT 2021","8282","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Restore with >","","","custom seed phrase",""
"failed","Mon Oct 11 12:56:32 GMT 2021","Mon Oct 11 12:56:53 GMT 2021","21486","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Undelegate stake",""
"passed","Mon Oct 11 12:51:42 GMT 2021","Mon Oct 11 12:51:50 GMT 2021","8314","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation >","","","Redirects to support page from menu",""
"passed","Mon Oct 11 12:52:00 GMT 2021","Mon Oct 11 12:52:09 GMT 2021","8851","Chrome Stable","src/tests/stable/validation.test.ts","Validation >","","","VLX Native: Show Not Enough Funds error",""
"passed","Mon Oct 11 12:56:04 GMT 2021","Mon Oct 11 12:56:32 GMT 2021","27878","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Delegate stake",""
"skipped","Mon Oct 11 12:48:18 GMT 2021","Mon Oct 11 12:48:18 GMT 2021","0","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Withdraw stake",""
