"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 03 21:28:55 GMT 2021","Sun Oct 03 21:29:04 GMT 2021","8514","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Log in >","","","Can't log in with incorrect password",""
"passed","Sun Oct 03 21:29:27 GMT 2021","Sun Oct 03 21:29:37 GMT 2021","10371","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Choose language on sign up >","","","Change language",""
"skipped","Sun Oct 03 21:26:42 GMT 2021","Sun Oct 03 21:26:42 GMT 2021","0","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Create staking account",""
"skipped","Sun Oct 03 21:26:42 GMT 2021","Sun Oct 03 21:26:42 GMT 2021","0","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Undelegate stake",""
"skipped","Sun Oct 03 21:26:42 GMT 2021","Sun Oct 03 21:26:42 GMT 2021","0","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Previous run cleanup",""
"skipped","Sun Oct 03 21:26:42 GMT 2021","Sun Oct 03 21:26:42 GMT 2021","0","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Use max",""
"passed","Sun Oct 03 21:26:43 GMT 2021","Sun Oct 03 21:27:00 GMT 2021","17191","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Sign up >","","","Create wallet",""
"skipped","Sun Oct 03 21:26:42 GMT 2021","Sun Oct 03 21:26:42 GMT 2021","0","Chrome Stable","src/tests/unstable/transactions.test.ts","Transactions >","","","Send VLX native",""
"passed","Sun Oct 03 21:32:25 GMT 2021","Sun Oct 03 21:32:33 GMT 2021","8252","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Show QR",""
"passed","Sun Oct 03 21:28:17 GMT 2021","Sun Oct 03 21:28:40 GMT 2021","23065","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Restore with >","","","12-words seed phrase",""
"passed","Sun Oct 03 21:29:04 GMT 2021","Sun Oct 03 21:29:27 GMT 2021","23001","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Log in >","","","Log in with pin",""
"passed","Sun Oct 03 21:30:00 GMT 2021","Sun Oct 03 21:30:10 GMT 2021","10079","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation >","","","Redirects to support page from menu",""
"passed","Sun Oct 03 21:31:35 GMT 2021","Sun Oct 03 21:31:44 GMT 2021","9002","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Lock and unlock",""
"passed","Sun Oct 03 21:30:10 GMT 2021","Sun Oct 03 21:30:19 GMT 2021","9267","Chrome Stable","src/tests/stable/settings.test.ts","Settings >","","","Copy private key",""
"passed","Sun Oct 03 21:28:13 GMT 2021","Sun Oct 03 21:28:17 GMT 2021","3892","Chrome Stable","src/tests/stable/links.test.ts","Links >","","","Download links are correct",""
