"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 27 13:30:40 GMT 2021","Mon Sep 27 13:30:50 GMT 2021","9231","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Log in >","","","Can't log in with incorrect password",""
"skipped","Mon Sep 27 13:37:42 GMT 2021","Mon Sep 27 13:37:50 GMT 2021","8187","Chrome Stable","src/tests/unstable/transactions.test.ts","Transactions >","","","Send LTC",""
"passed","Mon Sep 27 13:37:06 GMT 2021","Mon Sep 27 13:37:33 GMT 2021","26990","Chrome Stable","src/tests/unstable/transactions.test.ts","Transactions >","","","Send VLX native",""
"passed","Mon Sep 27 13:31:47 GMT 2021","Mon Sep 27 13:31:57 GMT 2021","10088","Chrome Stable","src/tests/stable/settings.test.ts","Settings >","","","Copy private key",""
"passed","Mon Sep 27 13:33:35 GMT 2021","Mon Sep 27 13:33:46 GMT 2021","10984","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Switch account",""
"passed","Mon Sep 27 13:32:57 GMT 2021","Mon Sep 27 13:33:11 GMT 2021","14602","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > > Transactions >","","","Transactions list is displayed",""
"passed","Mon Sep 27 13:31:36 GMT 2021","Mon Sep 27 13:31:47 GMT 2021","10808","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation >","","","Redirects to support page from menu",""
"passed","Mon Sep 27 13:29:42 GMT 2021","Mon Sep 27 13:30:01 GMT 2021","18793","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Restore with >","","","24-words seed phrase",""
"passed","Mon Sep 27 13:32:46 GMT 2021","Mon Sep 27 13:32:57 GMT 2021","10171","Chrome Stable","src/tests/stable/validation.test.ts","Validation >","","","VLX Native: Show Not Enough Funds error",""
"passed","Mon Sep 27 13:38:13 GMT 2021","Mon Sep 27 13:38:37 GMT 2021","23522","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Create staking account",""
"passed","Mon Sep 27 13:29:16 GMT 2021","Mon Sep 27 13:29:34 GMT 2021","18195","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Sign up >","","","Create wallet",""
"passed","Mon Sep 27 13:38:57 GMT 2021","Mon Sep 27 13:39:17 GMT 2021","19815","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Undelegate stake",""
"passed","Mon Sep 27 13:39:46 GMT 2021","Mon Sep 27 13:40:11 GMT 2021","24881","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Withdraw stake",""
"passed","Mon Sep 27 13:30:49 GMT 2021","Mon Sep 27 13:31:02 GMT 2021","12029","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Log in >","","","Log in with pin",""
"passed","Mon Sep 27 13:38:04 GMT 2021","Mon Sep 27 13:38:13 GMT 2021","9644","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Use max",""
"passed","Mon Sep 27 13:31:57 GMT 2021","Mon Sep 27 13:32:07 GMT 2021","10475","Chrome Stable","src/tests/stable/settings.test.ts","Settings >","","","Switch account index",""
"passed","Mon Sep 27 13:40:11 GMT 2021","Mon Sep 27 13:40:22 GMT 2021","10348","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Validators list",""
"passed","Mon Sep 27 13:38:37 GMT 2021","Mon Sep 27 13:38:57 GMT 2021","20077","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Delegate stake",""
"passed","Mon Sep 27 13:32:34 GMT 2021","Mon Sep 27 13:32:46 GMT 2021","12149","Chrome Stable","src/tests/stable/validation.test.ts","Validation >","","","VLX Native: Show Invalid Address error",""
"passed","Mon Sep 27 13:37:50 GMT 2021","Mon Sep 27 13:38:04 GMT 2021","13906","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Previous run cleanup",""
"passed","Mon Sep 27 13:32:07 GMT 2021","Mon Sep 27 13:32:22 GMT 2021","14102","Chrome Stable","src/tests/stable/settings.test.ts","Settings >","","","Enable/Disable testnet",""
"passed","Mon Sep 27 13:33:11 GMT 2021","Mon Sep 27 13:33:21 GMT 2021","9654","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Lock and unlock",""
"passed","Mon Sep 27 13:30:25 GMT 2021","Mon Sep 27 13:30:40 GMT 2021","15733","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Restore with >","","","Can't restore with incorrect 24-word seed phrase",""
"passed","Mon Sep 27 13:32:22 GMT 2021","Mon Sep 27 13:32:34 GMT 2021","12642","Chrome Stable","src/tests/stable/settings.test.ts","Settings >","","","Change language setting",""
"passed","Mon Sep 27 13:31:18 GMT 2021","Mon Sep 27 13:31:36 GMT 2021","17731","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation >","","","Navigate with back button in header",""
"passed","Mon Sep 27 13:31:14 GMT 2021","Mon Sep 27 13:31:18 GMT 2021","4167","Chrome Stable","src/tests/stable/links.test.ts","Links >","","","Download links are correct",""
"passed","Mon Sep 27 13:33:21 GMT 2021","Mon Sep 27 13:33:35 GMT 2021","14645","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Add and hide litecoin wallet",""
"passed","Mon Sep 27 13:39:17 GMT 2021","Mon Sep 27 13:39:46 GMT 2021","29742","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Split stake",""
"passed","Mon Sep 27 13:30:01 GMT 2021","Mon Sep 27 13:30:25 GMT 2021","23654","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Restore with >","","","12-words seed phrase",""
"passed","Mon Sep 27 13:34:06 GMT 2021","Mon Sep 27 13:34:46 GMT 2021","39393","Chrome Stable","src/tests/unstable/balance.test.ts","Balance >","","","Check VLX Legacy, VLX Native, Litecoin and Bitcoin balances",""
"passed","Mon Sep 27 13:29:34 GMT 2021","Mon Sep 27 13:29:42 GMT 2021","7945","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Restore with >","","","custom seed phrase",""
"passed","Mon Sep 27 13:33:55 GMT 2021","Mon Sep 27 13:34:06 GMT 2021","11789","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Copy wallet address from ""Receive"" page",""
