"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Oct 03 22:28:49 GMT 2021","Sun Oct 03 22:28:49 GMT 2021","0","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Previous run cleanup",""
"passed","Sun Oct 03 22:31:13 GMT 2021","Sun Oct 03 22:31:23 GMT 2021","9535","Chrome Stable","src/tests/stable/settings.test.ts","Settings >","","","Switch account index",""
"skipped","Sun Oct 03 22:28:49 GMT 2021","Sun Oct 03 22:28:49 GMT 2021","0","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Validators list",""
"skipped","Sun Oct 03 22:28:49 GMT 2021","Sun Oct 03 22:28:49 GMT 2021","0","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Use max",""
"skipped","Sun Oct 03 22:28:49 GMT 2021","Sun Oct 03 22:28:49 GMT 2021","0","Chrome Stable","src/tests/unstable/transactions.test.ts","Transactions >","","","Send LTC",""
"skipped","Sun Oct 03 22:28:49 GMT 2021","Sun Oct 03 22:28:49 GMT 2021","0","Chrome Stable","src/tests/unstable/transactions.test.ts","Transactions >","","","Send BTC",""
"passed","Sun Oct 03 22:32:14 GMT 2021","Sun Oct 03 22:32:31 GMT 2021","16571","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > > Transactions >","","","Transactions list is displayed",""
"passed","Sun Oct 03 22:31:47 GMT 2021","Sun Oct 03 22:32:01 GMT 2021","14216","Chrome Stable","src/tests/stable/validation.test.ts","Validation >","","","VLX Native: Show Invalid Address error",""
"skipped","Sun Oct 03 22:28:49 GMT 2021","Sun Oct 03 22:28:49 GMT 2021","0","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Create staking account",""
"passed","Sun Oct 03 22:31:04 GMT 2021","Sun Oct 03 22:31:13 GMT 2021","8920","Chrome Stable","src/tests/stable/settings.test.ts","Settings >","","","Copy private key",""
"passed","Sun Oct 03 22:30:16 GMT 2021","Sun Oct 03 22:30:26 GMT 2021","9845","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Log in >","","","Log in with pin",""
"passed","Sun Oct 03 22:32:44 GMT 2021","Sun Oct 03 22:33:11 GMT 2021","27123","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Add and hide litecoin wallet",""
"passed","Sun Oct 03 22:28:49 GMT 2021","Sun Oct 03 22:29:06 GMT 2021","16792","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Sign up >","","","Create wallet",""
"skipped","Sun Oct 03 22:28:49 GMT 2021","Sun Oct 03 22:28:49 GMT 2021","0","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Delegate stake",""
"passed","Sun Oct 03 22:30:55 GMT 2021","Sun Oct 03 22:31:04 GMT 2021","9015","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation >","","","Redirects to support page from menu",""
"skipped","Sun Oct 03 22:28:49 GMT 2021","Sun Oct 03 22:28:49 GMT 2021","0","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Split stake",""
"passed","Sun Oct 03 22:29:13 GMT 2021","Sun Oct 03 22:29:30 GMT 2021","17034","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Restore with >","","","24-words seed phrase",""
"passed","Sun Oct 03 22:32:31 GMT 2021","Sun Oct 03 22:32:44 GMT 2021","12998","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Lock and unlock",""
"passed","Sun Oct 03 22:29:53 GMT 2021","Sun Oct 03 22:30:08 GMT 2021","15290","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Restore with >","","","Can't restore with incorrect 24-word seed phrase",""
"failed","Sun Oct 03 22:33:30 GMT 2021","Sun Oct 03 22:34:20 GMT 2021","50018","Chrome Stable","src/tests/unstable/balance.test.ts","Balance >","","","Check VLX Legacy, VLX Native, Litecoin and Bitcoin balances",""
"skipped","Sun Oct 03 22:28:49 GMT 2021","Sun Oct 03 22:28:49 GMT 2021","0","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Withdraw stake",""
"skipped","Sun Oct 03 22:33:29 GMT 2021","Sun Oct 03 22:33:29 GMT 2021","0","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Switch account",""
