"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 01 12:52:20 GMT 2021","Fri Oct 01 12:52:31 GMT 2021","11127","Chrome Stable","src/tests/stable/settings.test.ts","Settings >","","","Change language setting",""
"passed","Fri Oct 01 12:51:25 GMT 2021","Fri Oct 01 12:51:40 GMT 2021","14637","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation >","","","Navigate with back button in header",""
"skipped","Fri Oct 01 12:56:58 GMT 2021","Fri Oct 01 12:57:04 GMT 2021","6360","Chrome Stable","src/tests/unstable/transactions.test.ts","Transactions >","","","Send LTC",""
"passed","Fri Oct 01 12:50:40 GMT 2021","Fri Oct 01 12:50:55 GMT 2021","14955","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Restore with >","","","Can't restore with incorrect 24-word seed phrase",""
"passed","Fri Oct 01 12:53:08 GMT 2021","Fri Oct 01 12:53:20 GMT 2021","11904","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Add and hide litecoin wallet",""
"passed","Fri Oct 01 12:51:57 GMT 2021","Fri Oct 01 12:52:08 GMT 2021","10836","Chrome Stable","src/tests/stable/settings.test.ts","Settings >","","","Switch account index",""
"passed","Fri Oct 01 12:54:18 GMT 2021","Fri Oct 01 12:54:32 GMT 2021","14037","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Previous run cleanup",""
"passed","Fri Oct 01 12:53:35 GMT 2021","Fri Oct 01 12:53:44 GMT 2021","8755","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Copy wallet address from ""Receive"" page",""
"passed","Fri Oct 01 12:51:40 GMT 2021","Fri Oct 01 12:51:48 GMT 2021","8106","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation >","","","Redirects to support page from menu",""
"passed","Fri Oct 01 12:49:54 GMT 2021","Fri Oct 01 12:50:01 GMT 2021","6602","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Restore with >","","","custom seed phrase",""
"passed","Fri Oct 01 12:56:25 GMT 2021","Fri Oct 01 12:56:51 GMT 2021","26010","Chrome Stable","src/tests/unstable/transactions.test.ts","Transactions >","","","Send VLX native",""
"passed","Fri Oct 01 12:51:48 GMT 2021","Fri Oct 01 12:51:57 GMT 2021","8671","Chrome Stable","src/tests/stable/settings.test.ts","Settings >","","","Copy private key",""
"passed","Fri Oct 01 12:55:35 GMT 2021","Fri Oct 01 12:55:57 GMT 2021","22235","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Split stake",""
"passed","Fri Oct 01 12:51:22 GMT 2021","Fri Oct 01 12:51:25 GMT 2021","3246","Chrome Stable","src/tests/stable/links.test.ts","Links >","","","Download links are correct",""
"passed","Fri Oct 01 12:53:20 GMT 2021","Fri Oct 01 12:53:29 GMT 2021","8697","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Switch account",""
"passed","Fri Oct 01 12:51:03 GMT 2021","Fri Oct 01 12:51:13 GMT 2021","9917","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Log in >","","","Log in with pin",""
"passed","Fri Oct 01 12:53:00 GMT 2021","Fri Oct 01 12:53:08 GMT 2021","8280","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Lock and unlock",""
"passed","Fri Oct 01 12:56:16 GMT 2021","Fri Oct 01 12:56:25 GMT 2021","8546","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Validators list",""
"passed","Fri Oct 01 12:50:55 GMT 2021","Fri Oct 01 12:51:03 GMT 2021","7879","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Log in >","","","Can't log in with incorrect password",""
"passed","Fri Oct 01 12:53:44 GMT 2021","Fri Oct 01 12:54:18 GMT 2021","34128","Chrome Stable","src/tests/unstable/balance.test.ts","Balance >","","","Check VLX Legacy, VLX Native, Litecoin and Bitcoin balances",""
"passed","Fri Oct 01 12:55:00 GMT 2021","Fri Oct 01 12:55:17 GMT 2021","17644","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Delegate stake",""
